id,Account,Amount,Counterparty,Tags,Date,Location
306,Joint Account,981.1,Fairprice,"Dining, Groceries, General Expenses, Entertainment, Transportation",2022-07-29,Australia
307,Checking,101.18,Gojek,"Transportation, Groceries, General Expenses",2022-11-24,Japan
308,Checking,719.67,Amazon,"Groceries, General Expenses",2022-09-26,Australia
309,Checking,486.69,ACME,"Dining, Groceries, Transportation, General Expenses, Entertainment, Travel",2022-09-07,Australia
310,Checking,4.43,Amazon,Entertainment,2022-09-27,Japan
311,Checking,738.56,Uber,"Dining, Transportation, Entertainment",2022-09-15,Singapore
312,Joint Account,869.53,Amazon,"Transportation, Travel",2022-08-15,Indonesia
313,Joint Account,524.86,Google,"Entertainment, Transportation, Groceries, General Expenses, Dining, Travel",2022-06-13,Japan
314,Joint Account,293.91,Amazon,"Groceries, General Expenses, Dining",2022-12-20,Australia
315,Savings,259.31,Google,"Entertainment, Dining, Travel, General Expenses, Transportation, Groceries",2022-09-11,Australia
316,Joint Account,749.66,ACME,"Travel, Groceries, Entertainment, Dining",2022-11-26,Japan
317,Checking,604.84,Starbucks,"Dining, Groceries, Entertainment, Transportation, Travel, General Expenses",2022-10-28,Indonesia
318,Checking,245.66,Gojek,Travel,2022-07-08,Japan
319,Joint Account,967.19,Starbucks,"Travel, Groceries",2022-09-23,Indonesia
320,Joint Account,512.2,Starbucks,Transportation,2022-08-10,Japan
321,Savings,719.46,Walmart,"Groceries, Travel, Dining, Transportation",2022-07-06,Japan
322,Savings,402.88,Starbucks,Dining,2022-10-08,Indonesia
323,Joint Account,585.01,Starbucks,"Travel, Entertainment, Dining, Transportation, General Expenses",2022-12-28,Singapore
324,Joint Account,550.03,Starbucks,"Travel, Transportation, Groceries, Dining",2022-08-03,Australia
325,Checking,628.32,Fairprice,"Dining, General Expenses, Groceries",2022-12-07,Indonesia
326,Savings,819.12,Gojek,"Groceries, Transportation",2022-10-02,Singapore
327,Savings,698.61,Google,"Travel, Dining, General Expenses",2022-08-04,Singapore
328,Checking,567.8,Gojek,"Transportation, Entertainment, Groceries",2022-10-15,Japan
329,Savings,224.87,Uber,"Transportation, Travel, Entertainment, Groceries, Dining",2022-07-23,Indonesia
330,Checking,604.65,Google,"Groceries, Entertainment, Dining, Transportation",2022-12-04,Japan
331,Savings,73.64,Grab,"Entertainment, General Expenses, Transportation, Travel",2022-10-15,Singapore
332,Checking,965.89,Uber,"General Expenses, Entertainment, Groceries, Travel, Transportation",2022-08-05,Australia
333,Savings,835.21,Walmart,"Travel, Groceries, Entertainment, Dining, General Expenses",2022-07-22,Japan
334,Checking,416.67,Google,"Travel, Groceries, Dining, Transportation",2022-10-18,Australia
335,Joint Account,622.52,ACME,"Travel, Entertainment, Transportation, Dining",2022-10-11,Japan
336,Checking,221.2,Amazon,General Expenses,2022-12-28,Singapore
337,Checking,774.71,Uber,"General Expenses, Transportation",2022-06-11,Australia
338,Checking,484.53,Amazon,"Transportation, Travel",2022-06-15,Singapore
339,Savings,515.12,ACME,"General Expenses, Dining, Travel, Transportation",2022-07-23,Australia
340,Savings,513.23,Gojek,"Transportation, Groceries, Dining, Entertainment, General Expenses",2022-12-03,Indonesia
341,Joint Account,731.64,Uber,"Entertainment, Dining, Travel",2022-12-12,Singapore
342,Savings,535.23,Grab,"General Expenses, Entertainment",2022-07-14,Indonesia
343,Joint Account,273.62,Google,"Dining, Travel",2022-06-22,Australia
344,Checking,309.3,Grab,"Travel, Entertainment, Groceries",2022-06-16,Japan
345,Checking,648.44,ACME,General Expenses,2022-11-06,Australia
346,Joint Account,841.08,Walmart,"General Expenses, Groceries, Travel",2022-12-26,Japan
347,Checking,75.44,Fairprice,"Groceries, Travel, Transportation, Entertainment",2022-12-09,Singapore
348,Checking,114.53,Walmart,"Entertainment, Travel, Dining, Groceries, General Expenses",2022-06-09,Singapore
349,Savings,68.49,ACME,"Travel, Transportation, General Expenses, Entertainment",2022-10-11,Indonesia
350,Checking,219.67,Walmart,"Travel, Dining, Transportation, Groceries, Entertainment",2022-10-12,Australia
351,Checking,571.37,Gojek,"Entertainment, General Expenses, Travel",2022-07-28,Indonesia
352,Checking,118.99,Google,"Travel, Transportation, Entertainment, Groceries, General Expenses, Dining",2022-07-01,Singapore
353,Checking,90.46,Starbucks,"Entertainment, Dining, Travel, General Expenses, Groceries",2022-09-19,Indonesia
354,Checking,453.0,Grab,"Dining, General Expenses, Transportation, Entertainment, Travel",2022-07-17,Indonesia
355,Savings,410.16,Walmart,"Entertainment, Dining, General Expenses, Transportation, Travel, Groceries",2022-06-05,Indonesia
356,Joint Account,698.96,Starbucks,"General Expenses, Entertainment, Groceries",2022-10-24,Singapore
357,Joint Account,600.27,Starbucks,"Entertainment, Travel, Groceries",2022-09-08,Indonesia
358,Savings,995.07,Gojek,"Travel, Dining, Transportation",2022-10-14,Japan
359,Savings,831.45,ACME,"General Expenses, Travel, Entertainment, Dining, Transportation, Groceries",2022-07-19,Australia
360,Joint Account,419.88,Gojek,"Transportation, Entertainment, Dining",2022-12-13,Japan
361,Savings,364.14,Google,"Dining, Travel",2022-12-21,Singapore
362,Joint Account,168.94,ACME,"Dining, General Expenses, Travel, Transportation",2022-09-04,Indonesia
363,Joint Account,467.93,Walmart,"General Expenses, Entertainment, Travel",2022-09-25,Singapore
364,Joint Account,636.36,Google,"Transportation, Dining, General Expenses, Groceries, Entertainment",2022-06-10,Singapore
365,Joint Account,66.19,Walmart,"Entertainment, Travel, Transportation, General Expenses, Groceries, Dining",2022-11-03,Australia
366,Savings,745.96,Amazon,"General Expenses, Entertainment, Dining",2022-08-21,Australia
367,Checking,849.85,Starbucks,"Transportation, Entertainment",2022-07-10,Japan
368,Checking,767.78,ACME,"Travel, Dining, Groceries, Transportation, General Expenses",2022-12-16,Japan
369,Checking,837.44,Uber,Dining,2022-09-18,Singapore
370,Checking,695.58,Google,"General Expenses, Dining, Groceries, Entertainment",2022-10-13,Australia
371,Checking,334.5,Gojek,"Travel, Groceries, General Expenses, Transportation",2022-08-13,Australia
372,Savings,575.77,Uber,"Entertainment, Dining",2022-06-11,Japan
373,Joint Account,939.34,ACME,"Groceries, General Expenses, Dining",2022-07-15,Australia
374,Joint Account,954.44,Amazon,"Travel, Entertainment",2022-06-04,Australia
375,Savings,863.26,Grab,"Dining, Transportation",2022-06-28,Australia
376,Checking,351.56,Starbucks,"Travel, Dining, General Expenses",2022-09-17,Japan
377,Savings,507.04,ACME,General Expenses,2022-11-27,Australia
378,Checking,445.49,Grab,"Transportation, Entertainment, Travel, Groceries, Dining",2022-12-03,Indonesia
379,Savings,165.52,Grab,"Entertainment, Dining, Groceries, General Expenses, Transportation, Travel",2022-07-13,Japan
380,Joint Account,898.34,Fairprice,Entertainment,2022-08-11,Japan
381,Joint Account,397.93,Google,"Dining, Groceries, Transportation, General Expenses, Entertainment, Travel",2022-08-02,Indonesia
382,Savings,136.23,Amazon,"General Expenses, Transportation, Groceries",2022-12-06,Singapore
383,Joint Account,445.41,ACME,Entertainment,2022-10-11,Singapore
384,Checking,187.99,Uber,Travel,2022-08-09,Australia
385,Savings,366.11,Walmart,Groceries,2022-11-09,Australia
386,Joint Account,658.87,Fairprice,Entertainment,2022-12-29,Japan
387,Joint Account,716.56,Google,"Travel, Groceries, Dining, General Expenses, Transportation",2022-07-24,Indonesia
388,Joint Account,444.1,Grab,Dining,2022-06-24,Indonesia
389,Savings,787.14,Grab,"Entertainment, General Expenses, Travel, Dining",2022-12-26,Singapore
390,Checking,868.06,Starbucks,"Groceries, Travel",2022-09-17,Japan
391,Savings,587.43,Uber,"General Expenses, Groceries, Entertainment, Transportation",2022-10-07,Singapore
392,Checking,509.01,Gojek,"General Expenses, Dining, Groceries, Travel, Transportation",2022-07-16,Japan
393,Checking,61.25,Amazon,"Entertainment, Dining, Travel, Transportation, Groceries, General Expenses",2022-06-21,Australia
394,Checking,143.01,Fairprice,"Travel, Groceries, General Expenses, Entertainment, Transportation, Dining",2022-12-22,Singapore
395,Joint Account,114.49,Grab,Groceries,2022-06-29,Singapore
396,Savings,291.92,Google,"Travel, Groceries, Entertainment, General Expenses, Dining",2022-09-02,Japan
397,Savings,514.42,Fairprice,"Groceries, Dining, Travel",2022-10-23,Australia
398,Joint Account,71.65,Walmart,"Groceries, Entertainment, General Expenses",2022-10-18,Singapore
399,Savings,15.03,Google,"Transportation, Entertainment",2022-12-01,Australia
400,Joint Account,655.44,Starbucks,"Transportation, Travel, General Expenses, Groceries, Dining",2022-07-17,Australia
401,Checking,871.83,Walmart,"Entertainment, Groceries",2022-08-23,Singapore
402,Joint Account,647.68,Gojek,Dining,2022-07-31,Indonesia
403,Checking,556.9,Amazon,"Entertainment, Transportation, Groceries, Travel, Dining",2022-12-27,Singapore
404,Joint Account,614.69,Uber,"Dining, Travel",2022-06-06,Australia
405,Savings,619.76,Fairprice,"Dining, Entertainment, Groceries",2022-06-23,Indonesia
406,Checking,259.43,Gojek,"Dining, Groceries, Travel",2022-09-05,Singapore
407,Savings,90.6,Fairprice,"Transportation, Travel, Dining, General Expenses, Groceries",2022-06-06,Australia
408,Checking,112.66,Google,"General Expenses, Travel, Entertainment, Transportation",2022-12-09,Australia
409,Savings,482.33,Amazon,"Groceries, Travel",2022-12-04,Indonesia
410,Joint Account,247.68,Google,"Entertainment, Travel, Dining, Transportation",2022-08-12,Singapore
411,Checking,367.61,Amazon,"Groceries, Entertainment, Travel",2022-09-13,Australia
412,Savings,234.08,Fairprice,Dining,2022-11-15,Japan
413,Checking,543.3,Uber,"Entertainment, Travel, Dining, Transportation, General Expenses",2022-06-04,Singapore
414,Joint Account,771.79,Gojek,"Travel, Transportation, Entertainment, Dining, Groceries, General Expenses",2022-08-04,Indonesia
415,Checking,105.26,Starbucks,"General Expenses, Dining, Groceries, Entertainment",2022-09-27,Indonesia
416,Checking,298.35,Grab,"General Expenses, Entertainment, Groceries, Transportation, Dining, Travel",2022-10-28,Singapore
417,Savings,160.28,Starbucks,"General Expenses, Transportation",2022-09-02,Indonesia
418,Joint Account,382.13,Amazon,"Transportation, Travel, Dining, General Expenses, Entertainment",2022-09-24,Japan
419,Joint Account,808.24,Uber,"Groceries, General Expenses, Dining, Transportation, Travel, Entertainment",2022-06-13,Indonesia
420,Checking,443.21,Gojek,Transportation,2022-12-19,Japan
421,Joint Account,814.08,Walmart,Dining,2022-08-10,Japan
422,Savings,553.88,Uber,Transportation,2022-07-15,Japan
423,Checking,337.53,Starbucks,"Travel, Dining, Groceries, General Expenses, Entertainment",2022-12-06,Singapore
424,Savings,947.34,ACME,"Dining, Transportation, Groceries, Entertainment",2022-08-15,Singapore
425,Joint Account,572.22,Fairprice,"Transportation, Groceries",2022-12-12,Indonesia
426,Savings,174.57,Walmart,"Travel, Groceries, Transportation, Entertainment",2022-08-24,Japan
427,Savings,181.87,Starbucks,"Transportation, Dining, Groceries",2022-10-18,Singapore
428,Checking,3.56,Amazon,"General Expenses, Transportation, Dining, Travel, Groceries",2022-07-13,Japan
429,Joint Account,73.44,Walmart,"General Expenses, Entertainment, Dining",2022-10-09,Singapore
430,Joint Account,298.01,ACME,General Expenses,2022-09-02,Indonesia
431,Joint Account,428.6,ACME,"General Expenses, Travel, Dining, Groceries",2022-11-20,Indonesia
432,Joint Account,389.19,Fairprice,"Travel, General Expenses, Groceries, Dining, Transportation",2022-07-29,Australia
433,Joint Account,168.95,Walmart,"Travel, Groceries, Entertainment, Dining",2022-08-04,Indonesia
434,Savings,17.57,Grab,"Transportation, Entertainment, Dining, Groceries, General Expenses, Travel",2022-06-09,Australia
435,Savings,259.73,Uber,"General Expenses, Groceries",2022-06-23,Indonesia
436,Checking,830.88,Amazon,"Transportation, Dining, Groceries, General Expenses, Entertainment",2022-12-07,Australia
437,Savings,152.11,Walmart,"Transportation, Groceries, Dining",2022-12-08,Singapore
438,Checking,999.98,Uber,"Groceries, Travel, Dining",2022-08-16,Japan
439,Checking,166.24,Google,"General Expenses, Groceries, Transportation, Dining, Entertainment",2022-08-07,Japan
440,Savings,291.77,Grab,"Travel, Transportation",2022-12-11,Singapore
441,Checking,876.24,Fairprice,Entertainment,2022-10-10,Indonesia
442,Savings,74.0,Amazon,"Dining, Entertainment, Groceries, Transportation, General Expenses",2022-07-17,Australia
443,Checking,191.93,Uber,"Dining, Transportation, Travel",2022-10-14,Japan
444,Savings,877.86,Fairprice,"Groceries, General Expenses, Transportation, Entertainment",2022-10-19,Indonesia
445,Checking,38.55,Gojek,Entertainment,2022-11-14,Japan
446,Checking,38.38,Gojek,"Transportation, General Expenses",2022-10-07,Japan
447,Checking,717.84,Amazon,"Dining, General Expenses, Entertainment, Transportation",2022-11-29,Singapore
448,Joint Account,69.04,ACME,"Travel, Entertainment, Dining, Groceries, General Expenses, Transportation",2022-10-28,Japan
449,Savings,384.15,Gojek,"Travel, Dining, Entertainment, General Expenses",2022-09-10,Japan
450,Savings,390.72,Grab,"Groceries, General Expenses, Dining, Transportation, Travel, Entertainment",2022-08-06,Singapore
451,Savings,761.06,Uber,"Entertainment, Transportation, Groceries, General Expenses, Dining",2022-12-16,Indonesia
452,Joint Account,398.95,Starbucks,"Groceries, Travel",2022-10-24,Australia
453,Joint Account,92.15,ACME,"Travel, Groceries, General Expenses, Entertainment",2022-08-19,Japan
454,Checking,720.76,Starbucks,"Travel, General Expenses, Entertainment, Transportation, Dining, Groceries",2022-08-18,Indonesia
455,Checking,667.62,Google,"Groceries, Dining",2022-08-06,Indonesia
456,Checking,953.89,Google,"Travel, Groceries, General Expenses, Transportation",2022-07-21,Japan
457,Joint Account,560.88,Starbucks,"Transportation, Travel, General Expenses, Dining, Entertainment",2022-12-11,Singapore
458,Joint Account,320.27,Walmart,"Groceries, Travel, Dining, General Expenses, Entertainment, Transportation",2022-06-30,Indonesia
459,Joint Account,419.43,Walmart,"Groceries, Dining, Travel, Entertainment",2022-06-26,Singapore
460,Checking,102.83,Gojek,"Entertainment, Travel, Transportation",2022-06-17,Indonesia
461,Savings,963.09,ACME,"Entertainment, Dining, Travel, Transportation, General Expenses, Groceries",2022-10-18,Japan
462,Joint Account,40.33,ACME,"Groceries, Travel, Dining, Entertainment, General Expenses, Transportation",2022-08-11,Singapore
463,Savings,610.12,Uber,General Expenses,2022-07-17,Indonesia
464,Joint Account,681.41,Fairprice,"Transportation, Travel, Groceries, General Expenses",2022-07-28,Singapore
465,Joint Account,431.53,Grab,"Groceries, General Expenses, Entertainment, Dining, Travel, Transportation",2022-06-16,Japan
466,Checking,127.9,Gojek,"Dining, Groceries, Transportation",2022-06-23,Indonesia
467,Savings,134.88,Grab,"Entertainment, Transportation",2022-12-20,Singapore
468,Joint Account,363.06,Walmart,"Transportation, Travel, Entertainment",2022-07-02,Indonesia
469,Checking,793.77,Grab,"Groceries, Travel, General Expenses",2022-07-06,Indonesia
470,Joint Account,891.27,Gojek,"Dining, Transportation, Entertainment",2022-10-28,Australia
471,Savings,198.15,Uber,Travel,2022-06-23,Singapore
472,Checking,908.11,Grab,"Entertainment, General Expenses, Groceries, Dining, Travel",2022-12-02,Japan
473,Checking,669.65,Gojek,"Entertainment, General Expenses, Travel, Groceries, Transportation",2022-12-15,Singapore
474,Savings,608.22,Uber,"Groceries, Transportation",2022-09-25,Singapore
475,Savings,786.25,Grab,"Entertainment, Groceries",2022-06-08,Singapore
476,Joint Account,496.39,Google,Dining,2022-11-08,Indonesia
477,Savings,31.95,Gojek,General Expenses,2022-07-15,Singapore
478,Savings,681.36,Grab,"Travel, Dining, Entertainment",2022-08-26,Australia
479,Checking,513.88,ACME,"Entertainment, General Expenses, Travel, Transportation, Dining",2022-11-20,Australia
480,Joint Account,587.36,Google,"Entertainment, General Expenses",2022-08-07,Singapore
481,Joint Account,976.65,Amazon,"Entertainment, Groceries",2022-07-20,Australia
482,Savings,625.1,Walmart,"General Expenses, Entertainment, Dining",2022-08-13,Japan
483,Joint Account,221.61,Google,"Dining, Transportation",2022-12-07,Indonesia
484,Checking,202.97,Gojek,"Entertainment, Travel, Transportation, General Expenses, Dining",2022-09-22,Japan
485,Savings,67.53,Google,"Travel, Transportation, General Expenses, Dining, Entertainment",2022-06-03,Indonesia
